1	2	67.131949	99.510640	74.425534	39.118974	0.159346	0.366221	0.136577	0.188252	3.998460	6.000000	25.103036	2.978155	1.000000	85.127622	16.612841	3.000000	0.014369	8.741453	2.000000	66.143237	4.985501	2.000000	98.378557	2.464051	3.000000	1.755658	14.769006	6.000000	34.427373	19.947899	4.000000	0.053370	12.772051	4.000000	18.348075	1.356083	1.000000	21.489271
2	3	11.693261	28.421898	20.135728	6.929652	0.679474	0.176748	0.701743	0.977005	5.193616	5.000000	3.050079	7.276978	3.000000	9.309255	12.147318	5.000000	0.017306	19.007717	5.000000	10.817058	3.690409	6.000000	52.022630	3.868929	2.000000	92.205029	19.804118	5.000000	3.148849	2.706706	3.000000	0.035615	5.160727	4.000000	72.410785	2.605510	5.000000	61.472760
3	3	71.109539	56.704957	18.178365	78.452276	0.996124	0.905468	0.980086	0.540902	5.788304	3.000000	12.949830	15.774355	1.000000	35.812759	18.932893	5.000000	0.011060	15.472943	1.000000	29.313514	1.268283	5.000000	77.364199	0.869319	1.000000	18.845298	0.673746	5.000000	91.887123	4.062626	1.000000	0.018982	5.360959	6.000000	26.519286	0.482799	5.000000	83.461415
4	3	10.891154	7.384331	46.667138	88.815367	0.884611	0.186902	0.275183	0.930542	3.616199	5.000000	15.102095	13.898855	5.000000	56.927534	2.860263	3.000000	0.031962	11.019301	5.000000	88.148390	1.126741	5.000000	84.298897	1.306957	3.000000	28.639487	2.377740	1.000000	69.918312	15.243586	2.000000	0.012709	2.033496	3.000000	84.090027	1.823964	4.000000	68.056132
5	3	10.631003	11.987284	25.747053	97.909101	0.490294	0.305245	0.532119	0.612729	1.382680	5.000000	65.579840	7.124987	2.000000	8.580104	5.456579	1.000000	0.011260	17.032828	1.000000	79.653057	2.878938	2.000000	2.795972	1.888180	5.000000	26.322672	21.184323	5.000000	21.785334	16.207087	1.000000	0.019429	18.447543	6.000000	31.308482	2.593477	6.000000	31.638976
6	3	49.718722	89.141170	20.764908	52.538383	0.743767	0.897549	0.607451	0.353822	2.943851	6.000000	73.177612	9.147809	4.000000	16.499388	20.326017	2.000000	0.108347	20.008718	4.000000	8.614801	6.118274	1.000000	2.698856	4.264583	5.000000	59.565665	25.170445	1.000000	44.573856	0.981520	4.000000	0.019764	4.726598	6.000000	3.750133	1.574717	3.000000	27.443589
7	3	90.692997	51.112553	25.020990	98.903306	0.435508	0.960137	0.855708	0.526280	3.131988	2.000000	19.236718	12.710094	2.000000	80.665886	2.003551	5.000000	0.010647	11.703938	5.000000	37.168482	0.631143	6.000000	9.511198	2.912428	3.000000	78.453593	23.620530	3.000000	19.077555	17.586860	3.000000	0.035427	16.924560	2.000000	5.640278	4.234908	1.000000	13.639862
8	2	22.958287	25.397605	12.664306	77.456683	0.534471	0.610200	0.559158	0.115101	3.485530	3.000000	88.185828	10.148559	3.000000	23.098283	25.487199	6.000000	0.012860	23.002052	2.000000	99.807466	1.772176	3.000000	34.783350	0.627115	2.000000	88.147571	2.097495	4.000000	50.430987	16.539258	4.000000	0.010568	5.373688	6.000000	53.920458	1.046601	5.000000	19.695359
9	3	74.265465	72.786407	45.177716	97.914631	0.703469	0.214151	0.783405	0.481796	2.284907	6.000000	11.201577	16.304631	5.000000	36.214396	18.326796	5.000000	0.029954	3.105987	5.000000	29.888877	4.203732	2.000000	67.074860	3.999040	2.000000	61.391302	22.725328	6.000000	94.078087	8.287273	5.000000	0.103798	12.051132	4.000000	60.249631	2.949665	1.000000	64.353609
10	5	26.540903	28.577306	76.389971	48.305448	0.340549	0.983252	0.647863	0.190495	3.055022	2.000000	57.259182	9.930547	6.000000	23.741276	15.327917	1.000000	0.018598	1.134510	6.000000	16.199846	4.224138	6.000000	9.495638	1.402585	2.000000	99.322214	13.504142	2.000000	83.679480	3.639193	5.000000	0.335831	9.947129	1.000000	70.747640	4.125941	4.000000	62.727002
11	4	37.038712	81.107836	78.895451	67.615919	0.966556	0.618004	0.927941	0.766268	5.761873	6.000000	84.914800	22.246811	5.000000	2.942431	17.611151	6.000000	0.019169	21.486997	3.000000	59.632817	5.210990	3.000000	82.542997	4.208121	5.000000	65.601661	21.864649	3.000000	87.667586	20.020706	4.000000	0.030446	11.332346	3.000000	85.123726	3.880204	4.000000	97.494165
12	3	64.745317	1.771679	98.365444	85.091890	0.998471	0.215132	0.956595	0.711997	1.208898	1.000000	80.487269	19.134064	2.000000	72.257085	0.982211	4.000000	0.065512	7.819106	4.000000	54.495946	1.390064	4.000000	8.600774	2.845114	2.000000	38.305566	15.037724	5.000000	11.794392	14.169083	5.000000	0.164131	13.854073	4.000000	65.570792	1.722849	5.000000	16.275530
13	3	95.134423	26.053118	12.079665	58.440150	0.416476	0.783027	0.957298	0.747613	5.478981	2.000000	13.880489	13.793535	3.000000	85.042163	23.399070	1.000000	0.046396	0.747722	4.000000	95.870965	3.290096	6.000000	75.268315	1.753831	6.000000	83.925374	4.905831	6.000000	12.900290	17.453445	6.000000	0.035389	11.109730	1.000000	24.781235	3.222696	4.000000	31.368658
